ciclo,desc_ai,desc_capitulo,desc_concepto,desc_ff,desc_funcion,desc_gpo_funcional,desc_modalidad,desc_partida_especifica,desc_partida_generica,desc_pp,desc_ramo,desc_subfuncion,desc_tipogasto,desc_ur,entidad_federativa,gpo_funcional,id_ai,id_capitulo,id_clave_cartera,id_concepto,id_entidad_federativa,id_ff,id_funcion,id_modalidad,id_partida_especifica,id_partida_generica,id_pp,id_ramo,id_subfuncion,id_tipogasto,id_ur,monto_adefas,monto_aprobado,monto_devengado,monto_ejercicio,monto_ejercido,monto_modificado,monto_pagado
2018,Servicios de apoyo administrativo,Servicios Generales,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",Recursos fiscales,Seguridad Nacional,Gobierno,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,Servicios de jardinería y fumigación,Servicios de jardinería y fumigación,Actividades de apoyo administrativo,Defensa Nacional,Defensa,Gasto corriente,Dirección General de Administración,Ciudad de México,1,2,3000,0,3500,9,1,6,M,35901,359,1,7,1,1,110,,97916.00,,,,97916.00,97916.00
2018,Diseño y aplicación de la política educativa,Servicios Personales,Seguridad Social,Recursos fiscales,Educación,Desarrollo Social,"Planeación, seguimiento y evaluación de políticas públicas",Aportaciones al Sistema de Ahorro para el Retiro,Aportaciones al sistema para el retiro,Diseño de la política educativa,Educación Pública,Otros Servicios Educativos y Actividades Inherentes,Gasto corriente,Delegación Federal de la Secretaría de Educación Pública en el Estado de México,Estado de México,2,10,1000,0,1400,15,1,5,P,14301,143,1,11,6,1,135,,23697.00,,,,23697.00,7900.00
2018,Generación de energía eléctrica,Servicios Generales,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",Ingresos Propios,Combustibles y Energía,Desarrollo Económico,Prestación de servicios públicos,Servicios para capacitación a servidores públicos,Servicios de capacitación,Operación y mantenimiento de las centrales generadoras de energía eléctrica,Comisión Federal de Electricidad,Electricidad,Gasto corriente,CFE Consolidado,Guerrero,3,13,3000,0,3300,12,4,3,E,33401,334,561,53,5,1,TVV,,123445.00,,,,123445.00,0.00
2018,Diseño y aplicación de la política educativa,Servicios Generales,Servicios de Traslado y Viáticos,Recursos fiscales,Educación,Desarrollo Social,"Planeación, seguimiento y evaluación de políticas públicas",Viáticos nacionales para servidores públicos en el desempeño de funciones oficiales,Viáticos en el país,Diseño de la política educativa,Educación Pública,Otros Servicios Educativos y Actividades Inherentes,Gasto corriente,Delegación Federal de la Secretaría de Educación Pública en el Estado de Baja California,Baja California,2,10,3000,0,3700,2,1,5,P,37504,375,1,11,6,1,122,,29940.00,,,,51597.00,1821.00
2018,"Democracia preservada y fortalecida mediante la organización de elecciones nacionales, el fomento de la participación ciudadana y la promoción del desarrollo del sistema de partidos",Servicios Personales,Pago de Estímulos a Servidores Públicos,Recursos fiscales,Coordinación de la Política de Gobierno,Gobierno,Específicos,Estímulos por productividad y eficiencia,Estímulos,Organización electoral nacional,Instituto Nacional Electoral,Organización de Procesos Electorales,Gasto corriente,Juntas Distritales Ejecutivas,Michoacán,1,1,1000,0,1700,16,1,3,R,17101,171,2,22,6,1,300,,0.00,,,,0.00,8988.80
2018,"Pago de pensiones por retiro, cesantía en edad avanzada y vejez",Servicios Personales,Seguridad Social,Recursos fiscales,Protección Social,Desarrollo Social,Pensiones y jubilaciones,Aportaciones al FOVISSSTE,Aportaciones a fondos de vivienda,Pensiones por cesantía,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Edad Avanzada,Gasto corriente,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Guanajuato,2,8,1000,0,1400,11,1,6,J,14201,142,24,51,2,1,GYN,,10292.00,,,,10292.00,0.00
2018,Derechos humanos y prevención de la discriminación,Servicios Generales,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",Recursos fiscales,Justicia,Gobierno,Prestación de servicios públicos,Servicios de vigilancia,Servicios de vigilancia,Promover la atención y prevención de la violencia contra las mujeres,Gobernación,Derechos Humanos,Gasto corriente,Comisión Nacional para Prevenir y Erradicar la Violencia Contra las Mujeres,Ciudad de México,1,8,3000,0,3300,9,1,2,E,33801,338,15,4,4,1,V00,,330880.00,,,,400880.00,78959.74
2018,Pago de riesgos de trabajo y subsidios y ayudas,Servicios Personales,Remuneraciones Adicionales y Especiales,Recursos fiscales,Protección Social,Desarrollo Social,Pensiones y jubilaciones,Compensaciones adicionales por servicios especiales,Compensaciones,Subsidios y ayudas,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Enfermedad e incapacidad,Gasto corriente,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Tabasco,2,6,1000,0,1300,27,1,6,J,13407,134,20,51,1,1,GYN,,7187.00,,,,7187.00,0.00
2018,"Democracia preservada y fortalecida mediante la organización de elecciones nacionales, el fomento de la participación ciudadana y la promoción del desarrollo del sistema de partidos",Servicios Personales,Previsiones,Recursos fiscales,Coordinación de la Política de Gobierno,Gobierno,Específicos,Incrementos a las percepciones,"Previsiones de carácter laboral, económica y de seguridad social",Capacitación y educación para el ejercicio democrático de la ciudadanía,Instituto Nacional Electoral,Organización de Procesos Electorales,Gasto corriente,Juntas Distritales Ejecutivas,Oaxaca,1,1,1000,0,1600,20,1,3,R,16101,161,3,22,6,1,300,,312970.00,,,,312970.00,0.00
2018,"Carreteras alimentadoras y caminos rurales eficientes, seguras y suficientes",Servicios Generales,Servicios de Arrendamiento,Recursos fiscales,Transporte,Desarrollo Económico,Proyectos de inversión,"Arrendamiento de vehículos terrestres, aéreos, marítimos, lacustres y fluviales para servidores públicos",Arrendamiento de equipo de transporte,Conservación de infraestructura de caminos rurales y carreteras alimentadoras,Comunicaciones y Transportes,Transporte por Carretera,Gasto de obra pública,Centro SCT Tamaulipas,Tamaulipas,3,10,3000,17092100003,3200,28,1,5,K,32505,325,37,9,1,3,648,,113268.00,,,,299512.00,0.00
2018,Apoyo y Desarrollo Institucional,Servicios Generales,Servicios de Arrendamiento,Recursos fiscales,Justicia,Gobierno,Apoyo a la función pública y al mejoramiento de la gestión,Servicios de arrendamiento,Arrendamiento de terrenos,Actividades de apoyo a la función pública y buen gobierno,Comisión Nacional de los Derechos Humanos,Derechos Humanos,Gasto corriente,Órgano Interno de Control,Ciudad de México,1,4,3000,0,3200,9,1,2,O,32199,321,1,35,4,1,113,,448084.00,,,,448084.00,54393.00
2018,Promoción y coordinación de las políticas públicas para el desarrollo de los pueblos y comunidades indígenas,Servicios Generales,"Servicios Financieros, Bancarios y Comerciales",Recursos fiscales,Protección Social,Desarrollo Social,"Planeación, seguimiento y evaluación de políticas públicas",Fletes y maniobras,Fletes y maniobras,Planeación y articulación de la acción pública hacia los pueblos indígenas,Entidades no Sectorizadas,Indígenas,Gasto corriente,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,San Luis Potosí,2,16,3000,0,3400,24,1,6,P,34701,347,13,47,7,1,AYB,,33600.00,,,,32023.30,3423.30
2018,"Política interior y las relaciones del Ejecutivo Federal con el Congreso de la Unión, Entidades Federativas y Asociaciones Políticas y Sociales",Servicios Generales,Servicios de Traslado y Viáticos,Recursos fiscales,Coordinación de la Política de Gobierno,Gobierno,"Planeación, seguimiento y evaluación de políticas públicas",Viáticos nacionales para servidores públicos en el desempeño de funciones oficiales,Viáticos en el país,Conducción de la política interior,Gobernación,Política Interior,Gasto corriente,Unidad de Gobierno,Ciudad de México,1,6,3000,0,3700,9,1,3,P,37504,375,1,4,2,1,211,,98842.00,,,,325969.00,0.00
2018,Educación superior de calidad,Materiales y Suministros,"Productos Químicos, Farmacéuticos y de Laboratorio",Recursos fiscales,Educación,Desarrollo Social,Prestación de servicios públicos,Productos químicos básicos,Productos químicos básicos,Servicios de educación superior y posgrado,Educación Pública,Educación Superior,Gasto corriente,Tecnológico Nacional de México,Ciudad de México,2,5,2000,0,2500,9,1,5,E,25101,251,10,11,3,1,M00,,0.00,,,,422559.28,420026.96
2018,Fondo de Aportaciones para la Educación Tecnológica y de Adultos,Participaciones y Aportaciones,Aportaciones,Recursos fiscales,Educación,Desarrollo Social,Gasto federalizado,Aportaciones federales a las entidades federativas y municipios para aportaciones al seguro de cesantía en edad avanzada y vejez,Aportaciones de la Federación a las entidades federativas,FAETA educación de adultos,Aportaciones Federales para Entidades Federativas y Municipios,Educación para Adultos,Gasto corriente,"Dirección General de Programación y Presupuesto ""A""",Tamaulipas,2,8,8000,0,8300,28,1,5,I,83113,831,10,33,5,1,416,,784206.00,,,,784206.00,196050.00
2018,Protección y Defensa de los Derechos Humanos,Servicios Personales,Remuneraciones Adicionales y Especiales,Recursos fiscales,Justicia,Gobierno,Prestación de servicios públicos,Primas de vacaciones y dominical,"Primas de vacaciones, dominical y gratificación de fin de año","Atender asuntos relacionados con personas reportadas como desaparecidas, extraviadas, ausentes y fallecidas no identificadas",Comisión Nacional de los Derechos Humanos,Derechos Humanos,Gasto corriente,Primera Visitaduría General,Ciudad de México,1,1,1000,0,1300,9,1,2,E,13201,132,7,35,4,1,101,,409072.00,,,,409072.00,0.00
2018,Diseño y aplicación de la política educativa,Servicios Personales,Pago de Estímulos a Servidores Públicos,Recursos fiscales,Educación,Desarrollo Social,"Planeación, seguimiento y evaluación de políticas públicas",Estímulos al personal operativo,Estímulos,Diseño de la política educativa,Educación Pública,Otros Servicios Educativos y Actividades Inherentes,Gasto corriente,Subsecretaría de Educación Media Superior,Ciudad de México,2,10,1000,0,1700,9,1,5,P,17102,171,1,11,6,1,600,,25609773.00,,,,20992344.00,242363.05
2018,Impartición de Justicia en materia agraria,Servicios Personales,Seguridad Social,Recursos fiscales,Justicia,Gobierno,Prestación de servicios públicos,Cuotas para el seguro de vida del personal civil,Aportaciones para seguros,Resolución de asuntos relativos a conflictos y controversias por la posesión y usufructo de la tierra,Tribunales Agrarios,Impartición de Justicia,Gasto corriente,Tribunales Unitarios Agrarios,Chihuahua,1,3,1000,0,1400,8,1,2,E,14401,144,1,31,1,1,200,,120449.00,,,,119768.45,29432.45
2018,"Transparencia, Acceso a la información y protección de datos personales",Servicios Generales,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",Recursos fiscales,Otros Servicios Generales,Gobierno,Prestación de servicios públicos,Impresión y elaboración de material informativo derivado de la operación y administración de las dependencias y entidades,"Servicios de apoyo administrativo, traducción, fotocopiado e impresión",Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",Acceso a la Información Pública Gubernamental,Gasto corriente,Presidencia,Ciudad de México,1,10,3000,0,3300,9,1,8,E,33604,336,2,44,4,1,100,,4360010.00,,,,4360010.00,0.00
2018,Otros Servicios de Salud,Servicios Personales,Remuneraciones Adicionales y Especiales,Recursos fiscales,Salud,Desarrollo Social,Prestación de servicios públicos,Prima quinquenal por años de servicios efectivos prestados,Primas por años de servicios efectivos prestados,Suministro de claves de medicamentos,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Prestación de Servicios de Salud a la Persona,Gasto corriente,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Ciudad de México,2,5,1000,0,1300,9,1,3,E,13101,131,18,51,2,1,GYN,,64564.00,,,,64564.00,19703.00
2018,Prestaciones sociales y culturales,Servicios Personales,Remuneraciones Adicionales y Especiales,Ingresos Propios,Protección Social,Desarrollo Social,Prestación de servicios públicos,Remuneraciones por horas extraordinarias,Horas extraordinarias,Prestaciones sociales,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Familia e Hijos,Gasto corriente,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Hidalgo,2,11,1000,0,1300,13,4,6,E,13301,133,45,51,3,1,GYN,,0.00,,,,0.00,123117.00
2018,Impartición de Justicia en materia agraria,Servicios Generales,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",Recursos fiscales,Justicia,Gobierno,Prestación de servicios públicos,Servicios de jardinería y fumigación,Servicios de jardinería y fumigación,Resolución de asuntos relativos a conflictos y controversias por la posesión y usufructo de la tierra,Tribunales Agrarios,Impartición de Justicia,Gasto corriente,Tribunales Unitarios Agrarios,Colima,1,3,3000,0,3500,6,1,2,E,35901,359,1,31,1,1,200,,12470.00,,,,12598.00,2436.00
2018,"Asistencia social, comunitaria y beneficencia pública justa y equitativa (asistencia pública)",Servicios Generales,Servicios de Traslado y Viáticos,Recursos fiscales,Protección Social,Desarrollo Social,Sujetos a reglas de operación,Pasajes aéreos internacionales para servidores públicos en el desempeño de comisiones y funciones oficiales,Pasajes aéreos,Apoyos para la protección de las personas en estado de necesidad,Salud,Otros Grupos Vulnerables,Gasto corriente por concepto de gastos indirectos de programas de subsidios,Sistema Nacional para el Desarrollo Integral de la Familia,Ciudad de México,2,12,3000,0,3700,9,1,6,S,37106,371,272,12,8,7,NHK,,0.00,,,,41889.88,0.00
2018,Apoyo a la función pública y buen gobierno,Servicios Personales,Seguridad Social,Recursos fiscales,Coordinación de la Política de Gobierno,Gobierno,Apoyo a la función pública y al mejoramiento de la gestión,Aportaciones al FOVISSSTE,Aportaciones a fondos de vivienda,Actividades de apoyo a la función pública y buen gobierno,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Función Pública,Gasto corriente,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Chihuahua,1,1,1000,0,1400,8,1,3,O,14201,142,1,51,4,1,GYN,,46051.00,,,,46051.00,0.00
2018,Prestaciones sociales y culturales,Servicios Personales,Pago de Estímulos a Servidores Públicos,Recursos fiscales,Protección Social,Desarrollo Social,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,Estímulos al personal operativo,Estímulos,Gastos administrativos por operación de fondos y seguros,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Otros de Seguridad Social y Asistencia Social,Gasto corriente,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Baja California,2,11,1000,0,1700,2,1,6,M,17102,171,2,51,9,1,GYN,,583430.00,,,,568494.00,0.00
2018,Prestaciones sociales y culturales,Servicios Personales,Remuneraciones Adicionales y Especiales,Recursos fiscales,Protección Social,Desarrollo Social,Prestación de servicios públicos,Compensaciones por servicios eventuales,Compensaciones,Prestaciones sociales,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Otros de Seguridad Social y Asistencia Social,Gasto corriente,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Hidalgo,2,11,1000,0,1300,13,1,6,E,13404,134,45,51,9,1,GYN,,57791.00,,,,0.00,0.00
2018,Pago de riesgos de trabajo y subsidios y ayudas,Servicios Personales,Remuneraciones al Personal de Carácter Permanente,Recursos fiscales,Protección Social,Desarrollo Social,Pensiones y jubilaciones,Sueldos base,Sueldos base al personal permanente,Pensiones por riesgos de trabajo,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Enfermedad e incapacidad,Gasto corriente,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Guerrero,2,6,1000,0,1100,12,1,6,J,11301,113,19,51,1,1,GYN,,126478.00,,,,126478.00,0.00
2018,"Oportunidad en la atención curativa, quirúrgica, hospitalaria y de rehabilitación",Servicios Personales,Remuneraciones Adicionales y Especiales,Ingresos Propios,Salud,Desarrollo Social,Prestación de servicios públicos,Primas de vacaciones y dominical,"Primas de vacaciones, dominical y gratificación de fin de año",Atención a la salud,Instituto Mexicano del Seguro Social,Prestación de Servicios de Salud a la Persona,Gasto corriente,Instituto Mexicano del Seguro Social,Guerrero,2,4,1000,0,1300,12,4,3,E,13201,132,11,50,2,1,GYR,,22829461.00,,,,23798276.00,5506915.14
2018,Función pública y buen gobierno,Servicios Personales,Seguridad Social,Recursos fiscales,Coordinación de la Política de Gobierno,Gobierno,Apoyo a la función pública y al mejoramiento de la gestión,Aportaciones al FOVISSSTE,Aportaciones a fondos de vivienda,Actividades de apoyo a la función pública y buen gobierno,Desarrollo Social,Función Pública,Gasto corriente,Instituto Mexicano de la Juventud,Ciudad de México,1,1,1000,0,1400,9,1,3,O,14201,142,1,20,4,1,VUY,,21852.00,,,,21852.00,3725.73
2018,Servicios de apoyo administrativo,Materiales y Suministros,"Combustibles, Lubricantes y Aditivos",Recursos fiscales,"Agropecuaria, Silvicultura, Pesca y Caza",Desarrollo Económico,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,"Combustibles, lubricantes y aditivos para vehículos terrestres, aéreos, marítimos, lacustres y fluviales asignados a servidores públicos","Combustibles, lubricantes y aditivos",Actividades de apoyo administrativo,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",Agropecuaria,Gasto corriente,Agencia de Servicios a la Comercialización y Desarrollo de Mercados Agropecuarios,Ciudad de México,3,2,2000,0,2600,9,1,2,M,26104,261,1,8,1,1,F00,,4600000.00,,,,4600000.00,0.00
2018,Generación de energía eléctrica,Servicios Generales,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",Ingresos Propios,Combustibles y Energía,Desarrollo Económico,Prestación de servicios públicos,Mantenimiento y conservación de maquinaria y equipo,"Instalación, reparación y mantenimiento de maquinaria, otros equipos y herramienta",Operación y mantenimiento de las centrales generadoras de energía eléctrica,Comisión Federal de Electricidad,Electricidad,Gasto corriente,CFE Consolidado,Puebla,3,13,3000,0,3500,21,4,3,E,35701,357,561,53,5,1,TVV,,3685705.00,,,,3685705.00,65200.00
2018,Investigación en salud pertinente y de excelencia académica,Servicios Personales,Seguridad Social,Recursos fiscales,"Ciencia, Tecnología e Innovación",Desarrollo Económico,Prestación de servicios públicos,Cuotas para el seguro de separación individualizado,Aportaciones para seguros,Investigación y desarrollo tecnológico en salud,Salud,Investigación Científica,Gasto corriente,Instituto Nacional de Salud Pública,Morelos,3,24,1000,0,1400,17,1,8,E,14404,144,22,12,1,1,NDY,,3080467.00,,,,3080467.00,770115.00
2018,Servicios de apoyo administrativo,Materiales y Suministros,Materiales y Artículos de Construcción y de Reparación,Recursos fiscales,Protección Ambiental,Desarrollo Social,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,Otros materiales y artículos de construcción y reparación,Otros materiales y artículos de construcción y reparación,Actividades de apoyo administrativo,Medio Ambiente y Recursos Naturales,Otros de Protección Ambiental,Gasto corriente,Delegación Federal en Campeche,Campeche,2,2,2000,0,2400,4,1,1,M,24901,249,1,16,6,1,124,,100.00,,,,100.00,0.00
2018,Servicios de apoyo administrativo,Materiales y Suministros,Materiales y Artículos de Construcción y de Reparación,Ingresos Propios,Protección Social,Desarrollo Social,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,Vidrio y productos de vidrio,Vidrio y productos de vidrio,Actividades de apoyo administrativo,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Otros de Seguridad Social y Asistencia Social,Gasto corriente,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Veracruz,2,2,2000,0,2400,30,4,6,M,24501,245,1,51,9,1,GYN,,4633.00,,,,0.00,0.00
2018,Regulación eficiente de las comunicaciones y los transportes,Materiales y Suministros,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",Recursos fiscales,Transporte,Desarrollo Económico,"Planeación, seguimiento y evaluación de políticas públicas",Materiales y útiles de oficina,"Materiales, útiles y equipos menores de oficina","Definición, conducción y supervisión de la política de comunicaciones y transportes",Comunicaciones y Transportes,Transporte Aéreo,Gasto corriente,Centro SCT Quintana Roo,Quintana Roo,3,8,2000,0,2100,23,1,5,P,21101,211,1,9,4,1,643,,11082.00,,,,11082.00,0.00
2018,Regulación eficiente de las comunicaciones y los transportes,Materiales y Suministros,Materiales y Artículos de Construcción y de Reparación,Recursos fiscales,Comunicaciones,Desarrollo Económico,Prestación de servicios públicos,Material eléctrico y electrónico,Material eléctrico y electrónico,Programa méxico conectado,Comunicaciones y Transportes,Comunicaciones,Gasto corriente,Centro SCT Querétaro,Ciudad de México,3,8,2000,0,2400,9,1,6,E,24601,246,9,9,1,1,642,,4241.00,,,,4241.00,0.00
2018,Regulación eficiente del sector energético,Servicios Generales,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",Recursos fiscales,Combustibles y Energía,Desarrollo Económico,"Planeación, seguimiento y evaluación de políticas públicas",Servicios de desarrollo de aplicaciones informáticas,"Servicios de consultoría administrativa, procesos, técnica y en tecnologías de la información",Coordinación de la política energética en electricidad,Energía,Electricidad,Gasto corriente,Unidad del Sistema Eléctrico Nacional y Política Nuclear,Ciudad de México,3,4,3000,0,3300,9,1,3,P,33301,333,2,18,5,1,316,,12064.00,,,,6032.00,0.00
2018,Fomento y regulación de las actividades económicas y sociales para la protección del medio ambiente y recursos naturales,Servicios Personales,Remuneraciones Adicionales y Especiales,Recursos fiscales,Protección Ambiental,Desarrollo Social,Regulación y supervisión,Primas de vacaciones y dominical,"Primas de vacaciones, dominical y gratificación de fin de año",Regulación ambiental,Medio Ambiente y Recursos Naturales,Otros de Protección Ambiental,Gasto corriente,Delegación Federal en Yucatán,Yucatán,2,6,1000,0,1300,31,1,1,G,13201,132,3,16,6,1,151,,152428.00,,,,152428.00,0.00
2018,Manejo eficiente y sustentable del agua y prevención de inundaciones,Servicios Personales,Remuneraciones Adicionales y Especiales,Recursos fiscales,Protección Ambiental,Desarrollo Social,Regulación y supervisión,Primas de vacaciones y dominical,"Primas de vacaciones, dominical y gratificación de fin de año",Gestión integral y sustentable del agua,Medio Ambiente y Recursos Naturales,"Ordenación de Aguas Residuales, Drenaje y Alcantarillado",Gasto corriente,Comisión Nacional del Agua,Baja California,2,3,1000,0,1300,2,1,1,G,13201,132,10,16,3,1,B00,,69535.00,,,,69535.00,704.35
2018,"Apoyo al ingreso, a la salud y a la educación de las familias en pobreza",Servicios Personales,Seguridad Social,Recursos fiscales,Protección Social,Desarrollo Social,"Planeación, seguimiento y evaluación de políticas públicas",Aportaciones al seguro de cesantía en edad avanzada y vejez,Aportaciones de seguridad social,"Promoción y evaluación de la política de desarrollo social y comunitario, la participación y la cohesión social",Desarrollo Social,Otros Grupos Vulnerables,Gasto corriente,Dirección General de Normatividad y Asuntos Contenciosos,Ciudad de México,2,8,1000,0,1400,9,1,6,P,14105,141,2,20,8,1,510,,429153.00,,,,429153.00,46966.97
2018,Fondo de Aportaciones para la Educación Tecnológica y de Adultos,Participaciones y Aportaciones,Aportaciones,Recursos fiscales,Educación,Desarrollo Social,Gasto federalizado,Aportaciones federales a las entidades federativas y municipios para servicios personales,Aportaciones de la Federación a las entidades federativas,FAETA educación tecnológica,Aportaciones Federales para Entidades Federativas y Municipios,Educación Media Superior,Gasto corriente,"Dirección General de Programación y Presupuesto ""A""",Quintana Roo,2,8,8000,0,8300,23,1,5,I,83101,831,9,33,2,1,416,,86091774.00,,,,86091774.00,22037555.00
2018,"Democracia preservada y fortalecida mediante la organización de elecciones nacionales, el fomento de la participación ciudadana y la promoción del desarrollo del sistema de partidos",Servicios Personales,Seguridad Social,Recursos fiscales,Coordinación de la Política de Gobierno,Gobierno,Específicos,Cuotas para el seguro de gastos médicos del personal civil,Aportaciones para seguros,Organización electoral nacional,Instituto Nacional Electoral,Organización de Procesos Electorales,Gasto corriente,Juntas Locales Ejecutivas,Nuevo León,1,1,1000,0,1400,19,1,3,R,14403,144,2,22,6,1,200,,28536.00,,,,28536.00,27442.90
2018,Regulación eficiente de las comunicaciones y los transportes,Servicios Personales,Otras Prestaciones Sociales y Económicas,Recursos fiscales,Transporte,Desarrollo Económico,Regulación y supervisión,Compensación garantizada,Prestaciones contractuales,Regulación y supervisión del programa de protección y medicina preventiva en transporte multimodal,Comunicaciones y Transportes,Otros Relacionados con Transporte,Gasto corriente,Centro SCT Guanajuato,Guanajuato,3,8,1000,0,1500,11,1,5,G,15402,154,1,9,6,1,631,,192573.00,,,,192573.00,48144.00
2018,Elevar el ingreso de los productores y el empleo rural,Materiales y Suministros,"Herramientas, Refacciones y Accesorios Menores",Recursos fiscales,"Agropecuaria, Silvicultura, Pesca y Caza",Desarrollo Económico,Sujetos a reglas de operación,Refacciones y accesorios menores de equipo de transporte,Refacciones y accesorios menores de equipo de transporte,Programa de apoyos a la comercialización,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",Agropecuaria,Gasto corriente por concepto de gastos indirectos de programas de subsidios,Agencia de Servicios a la Comercialización y Desarrollo de Mercados Agropecuarios,Jalisco,3,6,2000,0,2900,14,1,2,S,29601,296,262,8,1,7,F00,,0.00,,,,21846.00,2923.20
2018,Conservación y Manejo Sustentable de los Ecosistemas y su Biodiversidad,Materiales y Suministros,Materiales y Artículos de Construcción y de Reparación,Recursos fiscales,Protección Ambiental,Desarrollo Social,Regulación y supervisión,Otros materiales y artículos de construcción y reparación,Otros materiales y artículos de construcción y reparación,Inspección y vigilancia del medio ambiente y recursos naturales,Medio Ambiente y Recursos Naturales,Otros de Protección Ambiental,Gasto corriente,Procuraduría Federal de Protección al Ambiente,Baja California,2,7,2000,0,2400,2,1,1,G,24901,249,5,16,6,1,E00,,21056.00,,,,21056.00,2992.80
2018,Pago de Pensiones y Jubilaciones a la población derechohabiente del ISSSTE,Servicios Personales,Seguridad Social,Recursos fiscales,Protección Social,Desarrollo Social,Pensiones y jubilaciones,Aportaciones al FOVISSSTE,Aportaciones a fondos de vivienda,Pensiones y jubilaciones,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Edad Avanzada,Gasto corriente,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Puebla,2,9,1000,0,1400,21,1,6,J,14201,142,26,51,2,1,GYN,,47556.00,,,,47556.00,0.00
2018,Prestación de servicios del Sistema Nacional de Salud organizados e integrados,Servicios Generales,Servicios de Traslado y Viáticos,Recursos fiscales,Salud,Desarrollo Social,Prestación de servicios públicos,Viáticos nacionales para servidores públicos en el desempeño de funciones oficiales,Viáticos en el país,Programa de vacunación,Salud,Prestación de Servicios de Salud a la Persona,Gasto corriente,Centro Nacional para la Salud de la Infancia y la Adolescencia,Ciudad de México,2,18,3000,0,3700,9,1,3,E,37504,375,36,12,2,1,R00,,21909.00,,,,21909.00,2550.00
2018,"Carreteras alimentadoras y caminos rurales eficientes, seguras y suficientes",Servicios Generales,Servicios Básicos,Recursos fiscales,Transporte,Desarrollo Económico,Proyectos de inversión,Servicio de energía eléctrica,Energía eléctrica,Conservación de infraestructura de caminos rurales y carreteras alimentadoras,Comunicaciones y Transportes,Transporte por Carretera,Gasto de obra pública,Centro SCT Querétaro,Querétaro,3,10,3000,17092100003,3100,22,1,5,K,31101,311,37,9,1,3,642,,7507.00,,,,7507.00,216.00
2018,Ordenación y regularización de la propiedad rural y urbana,Servicios Generales,Servicios de Arrendamiento,Recursos fiscales,Vivienda y Servicios a la Comunidad,Desarrollo Social,"Planeación, seguimiento y evaluación de políticas públicas",Arrendamiento de edificios y locales,Arrendamiento de edificios,Política de desarrollo urbano y ordenamiento del territorio,"Desarrollo Agrario, Territorial y Urbano",Urbanización,Gasto corriente,Dirección General de Coordinación Metropolitana,Ciudad de México,2,10,3000,0,3200,9,1,2,P,32201,322,5,15,1,1,215,,3845120.00,,,,3845120.00,3845120.00
2018,Promoción de la salud y prevención y control de enfermedades fortalecidas e integradas sectorial e intersectorialmente,Servicios Generales,Servicios Básicos,Recursos fiscales,Salud,Desarrollo Social,Prestación de servicios públicos,Servicio de energía eléctrica,Energía eléctrica,Prevención y atención contra las adicciones,Salud,Prestación de Servicios de Salud a la Comunidad,Gasto corriente,"Centros de Integración Juvenil, A.C.",Nuevo León,2,15,3000,0,3100,19,1,3,E,31101,311,25,12,1,1,M7K,,99973.00,,,,10444.00,10444.00
