ciclo,desc_ai,desc_capitulo,desc_concepto,desc_ff,desc_funcion,desc_gpo_funcional,desc_modalidad,desc_partida_especifica,desc_partida_generica,desc_pp,desc_ramo,desc_subfuncion,desc_tipogasto,desc_ur,entidad_federativa,gpo_funcional,id_ai,id_capitulo,id_clave_cartera,id_concepto,id_entidad_federativa,id_ff,id_funcion,id_modalidad,id_partida_especifica,id_partida_generica,id_pp,id_ramo,id_subfuncion,id_tipogasto,id_ur,monto_adefas,monto_aprobado,monto_devengado,monto_ejercicio,monto_ejercido,monto_modificado,monto_pagado
2017,Función pública y buen gobierno,,Prestaciones establecidas por condiciones generales de trabajo o contratos colectivos de trabajo,Recursos fiscales,Coordinación de la Política de Gobierno,Gobierno,Apoyo a la función pública y al mejoramiento de la gestión,,,Actividades de apoyo a la función pública y buen gobierno,Consejo Nacional de Ciencia y Tecnología,Función Pública,Gasto corriente,"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California",Baja California,1,1,,00000000000,15401,2,1,3,O,,,1,38,4,1,9ZW,0.00,34940.00,34940.00,34940.00,,34940.00,34940.00
2017,"Apoyo al ingreso, a la salud y a la educación de las familias en pobreza",,Productos alimenticios para el personal derivado de actividades extraordinarias,Recursos fiscales,Protección Social,Desarrollo Social,Sujetos a Reglas de Operación,,,PROSPERA Programa de Inclusión Social,Desarrollo Social,Otros Grupos Vulnerables,Gasto corriente por concepto de gastos indirectos de programas de subsidios,Coordinación Nacional de PROSPERA Programa de Inclusión Social,Baja California,2,8,,00000000000,22106,2,1,6,S,,,72,20,8,7,G00,0.00,0.00,50300.00,50300.00,,50300.00,50300.00
2017,Generación de Energia Eléctrica,,Productos minerales no metálicos,Ingresos Propios,Combustibles y Energía,Desarrollo Económico,Prestación de Servicios Públicos,,,Operación y mantenimiento de las centrales generadoras de energía eléctrica,Comisión Federal de Electricidad,Electricidad,Gasto corriente,CFE Consolidado,Chihuahua,3,13,,00000000000,24101,8,4,3,E,,,561,53,5,1,TVV,0.00,12995.00,10652.00,7121.00,,7121.00,7121.00
2017,Servicios de apoyo administrativo,,"Combustibles, lubricantes y aditivos para vehículos terrestres, aéreos, marítimos, lacustres y fluviales destinados a servicios administrativos",Ingresos Propios,Salud,Desarrollo Social,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,,,Actividades de apoyo administrativo,Instituto Mexicano del Seguro Social,Prestación de Servicios de Salud a la Persona,Gasto corriente,Instituto Mexicano del Seguro Social,Coahuila,2,2,,00000000000,26103,5,4,3,M,,,1,50,2,1,GYR,0.00,2134421.00,1731728.00,1731726.00,,1731726.00,1731726.00
2017,Función pública y buen gobierno,,Aportaciones al FOVISSSTE,Recursos fiscales,Coordinación de la Política de Gobierno,Gobierno,Apoyo a la función pública y al mejoramiento de la gestión,,,Actividades de apoyo a la función pública y buen gobierno,Salud,Función Pública,Gasto corriente,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,Ciudad de México,1,1,,00000000000,14201,9,1,3,O,,,1,12,4,1,NCG,0.00,102652.00,102652.00,102652.00,,102652.00,102652.00
2017,"Sistema financiero competitivo, eficiente y con mayor cobertura",,Servicio postal,Recursos fiscales,Asuntos Financieros y Hacendarios,Gobierno,Regulación y supervisión,,,Regulación y supervisión del sector asegurador y afianzador,Hacienda y Crédito Público,Asuntos Financieros,Gasto corriente,Comisión Nacional de Seguros y Fianzas,Jalisco,1,7,,00000000000,31801,14,1,5,G,,,4,6,1,1,C00,375.84,9278.00,74802.46,74802.46,,137538.90,74426.62
2017,Oportunidad en la prestación del servicio de guardería,,Aportaciones al Sistema de Ahorro para el Retiro,Ingresos Propios,Protección Social,Desarrollo Social,Prestación de Servicios Públicos,,,Servicios de guardería,Instituto Mexicano del Seguro Social,Familia e Hijos,Gasto corriente,Instituto Mexicano del Seguro Social,Hidalgo,2,9,,00000000000,14301,13,4,6,E,,,7,50,3,1,GYR,0.00,663318.00,602860.00,602858.00,,602859.00,602858.00
2017,"Carreteras alimentadoras y caminos rurales eficientes, seguras y suficientes",,Gastos para operativos y trabajos de campo en áreas rurales,Recursos fiscales,Transporte,Desarrollo Económico,Proyectos de Inversión,,,Proyectos de construcción de carreteras alimentadoras y caminos rurales,Comunicaciones y Transportes,Transporte por Carretera,Gasto de obra pública,Centro SCT Michoacán,Michoacán,3,10,,12096360022,37901,16,1,5,K,,,31,9,1,3,636,0.00,7441.00,7441.00,7441.00,,7441.00,7441.00
2017,Educación naval militar,,Vidrio y productos de vidrio,Recursos fiscales,Educación,Desarrollo Social,Funciones de las Fuerzas Armadas,,,Sistema Educativo naval y programa de becas,Marina,Otros Servicios Educativos y Actividades Inherentes,Gasto corriente,Universidad Naval,Baja California Sur,2,7,,00000000000,24501,3,1,5,A,,,6,13,6,1,313,0.00,0.00,65000.00,65000.00,,65000.00,65000.00
2017,Servicios de apoyo administrativo,,Refacciones y accesorios menores de maquinaria y otros equipos,Recursos fiscales,Protección Ambiental,Desarrollo Social,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,,,Actividades de apoyo administrativo,Medio Ambiente y Recursos Naturales,Otros de Protección Ambiental,Gasto corriente,Delegación Federal en Baja California,Baja California,2,2,,00000000000,29801,2,1,1,M,,,1,16,6,1,122,0.00,26156.00,0.00,0.00,,0.00,0.00
2017,"Democracia preservada y fortalecida mediante la organización de elecciones nacionales, el fomento de la participación ciudadana y la promoción del desarrollo del sistema de partidos",,Honorarios,Recursos fiscales,Coordinación de la Política de Gobierno,Gobierno,Específicos,,,Organización electoral nacional,Instituto Nacional Electoral,Organización de Procesos Electorales,Gasto corriente,Juntas Distritales Ejecutivas,Tamaulipas,1,1,,00000000000,12101,28,1,3,R,,,2,22,6,1,300,0.00,0.00,986483.89,986483.89,,986483.89,986483.89
2017,Elevar el ingreso de los productores y el empleo rural,,Servicio de energía eléctrica,Recursos fiscales,"Agropecuaria, Silvicultura, Pesca y Caza",Desarrollo Económico,"Planeación, seguimiento y evaluación de políticas públicas",,,Diseño y Aplicación de la Política Agropecuaria,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",Agropecuaria,Gasto corriente,Delegación en Aguascalientes,Aguascalientes,3,6,,00000000000,31101,1,1,2,P,,,1,8,1,1,121,2784.13,179144.00,237053.00,237053.00,,237053.00,234268.87
2017,Regulación eficiente del sector energético,,Servicio postal,Recursos fiscales,Combustibles y Energía,Desarrollo Económico,"Planeación, seguimiento y evaluación de políticas públicas",,,Coordinación de la política energética en electricidad,Energía,Electricidad,Gasto corriente,Subsecretaría de Electricidad,Ciudad de México,3,4,,00000000000,31801,9,1,3,P,,,2,18,5,1,300,0.00,71926.00,36335.72,36335.72,,36335.72,36335.72
2017,Servicios de apoyo administrativo,,Material eléctrico y electrónico,Ingresos Propios,Protección Social,Desarrollo Social,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,,,Actividades de apoyo administrativo,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Otros de Seguridad Social y Asistencia Social,Gasto corriente,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Coahuila,2,2,,00000000000,24601,5,4,6,M,,,1,51,9,1,GYN,0.00,162142.00,39147.00,64087.00,,64087.00,64087.00
2017,Manejo eficiente y sustentable del agua y prevención de inundaciones,,Mantenimiento y conservación de mobiliario y equipo de administración,Recursos fiscales,Protección Ambiental,Desarrollo Social,"Planeación, seguimiento y evaluación de políticas públicas",,,Conducción de las políticas hídricas,Medio Ambiente y Recursos Naturales,Administración del Agua,Gasto corriente,Comisión Nacional del Agua,Guerrero,2,3,,00000000000,35201,12,1,1,P,,,1,16,2,1,B00,0.00,0.00,15300.00,15300.00,,15300.00,15300.00
2017,"Oportunidad en la atención curativa, quirúrgica, hospitalaria y de rehabilitación",,Maquinaria y equipo eléctrico y electrónico,Ingresos Propios,Salud,Desarrollo Social,Proyectos de Inversión,,,Programas de adquisiciones,Instituto Mexicano del Seguro Social,Prestación de Servicios de Salud a la Persona,Gasto de capital diferente de obra pública,Instituto Mexicano del Seguro Social,Jalisco,2,4,,1550GYR0043,56601,14,4,3,K,,,29,50,2,2,GYR,0.00,5090660.00,0.00,0.00,,0.00,0.00
2017,"Sistema financiero competitivo, eficiente y con mayor cobertura",,Material de apoyo informativo,Recursos fiscales,Asuntos Financieros y Hacendarios,Gobierno,Regulación y supervisión,,,Regulación del sector financiero,Hacienda y Crédito Público,Asuntos Financieros,Gasto corriente,"Unidad de Banca, Valores y Ahorro",Ciudad de México,1,7,,00000000000,21501,9,1,5,G,,,1,6,1,1,213,0.00,9100.00,22420.01,22420.01,,22420.01,22420.01
2017,Servicios de incorporación y recaudación,,Refacciones y accesorios menores de equipo e instrumental médico y de laboratorio,Ingresos Propios,Salud,Desarrollo Social,Prestación de Servicios Públicos,,,Recaudación de ingresos obrero patronales,Instituto Mexicano del Seguro Social,Generación de Recursos para la Salud,Gasto corriente,Instituto Mexicano del Seguro Social,Michoacán,2,5,,00000000000,29501,16,4,3,E,,,6,50,3,1,GYR,0.00,2670.00,0.00,0.00,,0.00,0.00
2017,Infraestructura Básica en Energía Eléctrica,,Pasajes terrestres nacionales para labores en campo y de supervisión,Ingresos Propios,Combustibles y Energía,Desarrollo Económico,"Planeación, seguimiento y evaluación de políticas públicas",,,Coordinación de las funciones y recursos para la infraestructura eléctrica,Comisión Federal de Electricidad,Electricidad,Gasto corriente,CFE Consolidado,Guanajuato,3,15,,00000000000,37201,11,4,3,P,,,552,53,5,1,TVV,0.00,51825.00,198478.00,118511.00,,118511.00,118511.00
2017,"Democracia preservada y fortalecida mediante la organización de elecciones nacionales, el fomento de la participación ciudadana y la promoción del desarrollo del sistema de partidos",,Depósitos para el ahorro solidario,Recursos fiscales,Coordinación de la Política de Gobierno,Gobierno,Específicos,,,Organización electoral nacional,Instituto Nacional Electoral,Organización de Procesos Electorales,Gasto corriente,Juntas Distritales Ejecutivas,Zacatecas,1,1,,00000000000,14302,32,1,3,R,,,2,22,6,1,300,0.00,43022.00,29022.83,29022.83,,29022.83,29022.83
2017,Manejo eficiente y sustentable del agua y prevención de inundaciones,,Compensación garantizada,Recursos fiscales,Protección Ambiental,Desarrollo Social,Regulación y supervisión,,,Gestión integral y sustentable del agua,Medio Ambiente y Recursos Naturales,Administración del Agua,Gasto corriente,Comisión Nacional del Agua,Oaxaca,2,3,,00000000000,15402,20,1,1,G,,,10,16,2,1,B00,0.00,9832027.00,10291612.75,10291612.75,,10291612.75,10291612.75
2017,Manejo eficiente y sustentable del agua y prevención de inundaciones,,Materiales y útiles de oficina,Recursos fiscales,"Agropecuaria, Silvicultura, Pesca y Caza",Desarrollo Económico,Sujetos a Reglas de Operación,,,Programa de Apoyo a la Infraestructura Hidroagrícola,Medio Ambiente y Recursos Naturales,Hidroagrícola,Gasto corriente por concepto de gastos indirectos de programas de subsidios,Comisión Nacional del Agua,Hidalgo,3,3,,00000000000,21101,13,1,2,S,,,217,16,5,7,B00,0.00,0.00,22210.33,22210.33,,22210.33,22210.33
2017,Comunicación social del Gobierno Federal,,Información en medios masivos derivada de la operación y administración de las dependencias y entidades,Recursos fiscales,Otros Servicios Generales,Gobierno,"Planeación, seguimiento y evaluación de políticas públicas",,,Conducción de la política de comunicación social de la Administración Pública Federal y la relación con los medios de comunicación,Gobernación,Servicios de Comunicación y Medios,Gasto corriente,Dirección General de Comunicación Social,Ciudad de México,1,9,,00000000000,33605,9,1,8,P,,,5,4,3,1,111,0.00,0.00,237978.99,237978.99,,237978.99,237978.99
2017,Servicios de incorporación y recaudación,,Aguinaldo o gratificación de fin de año,Ingresos Propios,Salud,Desarrollo Social,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,,,Actividades de apoyo administrativo,Instituto Mexicano del Seguro Social,Generación de Recursos para la Salud,Gasto corriente,Instituto Mexicano del Seguro Social,Sinaloa,2,5,,00000000000,13202,25,4,3,M,,,1,50,3,1,GYR,0.00,85245.00,80920.00,80920.00,,80920.00,80920.00
2017,Investigación en salud pertinente y de excelencia académica,,Prestaciones establecidas por condiciones generales de trabajo o contratos colectivos de trabajo,Ingresos Propios,"Ciencia, Tecnología e Innovación",Desarrollo Económico,Prestación de Servicios Públicos,,,Investigación y desarrollo tecnológico en salud,Instituto Mexicano del Seguro Social,Investigación Científica,Gasto corriente,Instituto Mexicano del Seguro Social,Ciudad de México,3,24,,00000000000,15401,9,4,8,E,,,4,50,1,1,GYR,0.00,148741967.00,123140282.00,123140278.00,,123140276.00,123140278.00
2017,"Carreteras eficientes, seguras y suficientes",,Pasajes aéreos nacionales para labores en campo y de supervisión,Recursos fiscales,Transporte,Desarrollo Económico,Proyectos de Inversión,,,Proyectos de construcción de carreteras,Comunicaciones y Transportes,Transporte por Carretera,Gasto de obra pública,Centro SCT Morelos,Morelos,3,3,,11096370002,37101,17,1,5,K,,,3,9,1,3,637,0.00,63600.00,0.00,0.00,,0.00,0.00
2017,Generación de desarrollo e innovación tecnológica para elevar la competitividad del país y difusión de sus resultados,,"Servicios de lavandería, limpieza e higiene",Recursos fiscales,"Ciencia, Tecnología e Innovación",Desarrollo Económico,Prestación de Servicios Públicos,,,"Investigación científica, desarrollo e innovación",Consejo Nacional de Ciencia y Tecnología,Desarrollo Tecnológico,Gasto corriente,"CIATEQ, A.C. Centro de Tecnología Avanzada",Querétaro,3,4,,00000000000,35801,22,1,8,E,,,3,38,2,1,90Y,0.00,3850000.00,3850000.00,3850000.00,,3850000.00,3850000.00
2017,Otros Servicios de Salud,,Compensaciones por servicios eventuales,Recursos fiscales,Salud,Desarrollo Social,Prestación de Servicios Públicos,,,Suministro de Claves de Medicamentos,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Prestación de Servicios de Salud a la Persona,Gasto corriente,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Quintana Roo,2,5,,00000000000,13404,23,1,3,E,,,18,51,2,1,GYN,0.00,3159.00,564.00,564.00,,564.00,564.00
2017,Servicios de apoyo administrativo,,"Patentes, derechos de autor, regalías y otros",Recursos fiscales,Salud,Desarrollo Social,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,,,Actividades de apoyo administrativo,Salud,Rectoría del Sistema de Salud,Gasto corriente,Dirección General de Promoción de la Salud,Ciudad de México,2,2,,00000000000,32701,9,1,3,M,,,1,12,4,1,310,0.00,120443.00,0.00,0.00,,0.00,0.00
2017,"Carreteras eficientes, seguras y suficientes",,Servicio de energía eléctrica,Recursos fiscales,Transporte,Desarrollo Económico,Proyectos de Inversión,,,Proyectos de construcción de carreteras,Comunicaciones y Transportes,Transporte por Carretera,Gasto de obra pública,Centro SCT Durango,Durango,3,3,,12096300011,31101,10,1,5,K,,,3,9,1,3,630,0.00,48800.00,64200.00,64200.00,,64200.00,64200.00
2017,Promoción y coordinación de las políticas publicas para el desarrollo de los pueblos y comunidades indígenas,,Materiales y útiles consumibles para el procesamiento en equipos y bienes informáticos,Recursos fiscales,Protección Social,Desarrollo Social,"Planeación, seguimiento y evaluación de políticas públicas",,,Planeación y Articulación de la Acción Pública hacia los Pueblos Indígenas,Entidades no Sectorizadas,Indígenas,Gasto corriente,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,Michoacán,2,16,,00000000000,21401,16,1,6,P,,,13,47,7,1,AYB,0.00,97075.00,74386.84,74386.84,,74386.84,74386.84
2017,Aeropuertos eficientes y competitivos,,Prendas de protección personal,Recursos fiscales,Transporte,Desarrollo Económico,Regulación y supervisión,,,"Supervisión, inspección y verificación del transporte terrestre, marítimo y aéreo",Comunicaciones y Transportes,Transporte Aéreo,Gasto corriente,Centro SCT Yucatán,Yucatán,3,5,,00000000000,27201,31,1,5,G,,,2,9,4,1,651,0.00,45496.00,44404.80,44404.80,,44404.80,44404.80
2017,Comercialización de productos básicos en Tiendas y Farmacias del ISSSTE,,Sueldos base,Ingresos Propios,Coordinación de la Política de Gobierno,Gobierno,Apoyo a la función pública y al mejoramiento de la gestión,,,Actividades de apoyo a la función pública y buen gobierno,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Función Pública,Gasto corriente,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,San Luis Potosí,1,12,,00000000000,11301,24,4,3,O,,,1,51,4,1,GYN,0.00,0.00,12782.00,12782.00,,12782.00,12782.00
2017,Cobertura de la atención médica preventiva,,Cuotas para el seguro de separación individualizado,Recursos fiscales,Salud,Desarrollo Social,Prestación de Servicios Públicos,,,Prevención y Control de Enfermedades,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Prestación de Servicios de Salud a la Persona,Gasto corriente,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Puebla,2,3,,00000000000,14404,21,1,3,E,,,43,51,2,1,GYN,0.00,113180.00,19053.00,19053.00,,19053.00,19053.00
2017,"Pago de pensiones por retiro, cesantía en edad avanzada y vejez",,Cuotas para el seguro de separación individualizado,Recursos fiscales,Protección Social,Desarrollo Social,Pensiones y jubilaciones,,,Pensiones por Cesantía,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Edad Avanzada,Gasto corriente,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Coahuila,2,8,,00000000000,14404,5,1,6,J,,,24,51,2,1,GYN,0.00,4481.00,0.00,0.00,,0.00,0.00
2017,Protección y Defensa de los Derechos Humanos,,Materiales y artículos de construcción y de reparación (Solo Ramo 35),Recursos fiscales,Justicia,Gobierno,Prestación de Servicios Públicos,,,Atender asuntos relacionados a acciones Jurídicas y de Inconstitucionalidad.,Comisión Nacional de los Derechos Humanos,Derechos Humanos,Gasto corriente,Coordinación General de Seguimiento de Recomendaciones y Asuntos Jurídicos,Ciudad de México,1,1,,00000000000,24199,9,1,2,E,,,34,35,4,1,115,0.00,0.00,449.00,449.00,,449.00,449.00
2017,Promoción de la salud y prevención y control de enfermedades fortalecidas e integradas sectorial e intersectorialmente,,Cuotas para el seguro de vida del personal civil,Recursos fiscales,Salud,Desarrollo Social,"Planeación, seguimiento y evaluación de políticas públicas",,,Prevención y control de enfermedades,Salud,Prestación de Servicios de Salud a la Comunidad,Gasto corriente,Dirección General de Promoción de la Salud,Ciudad de México,2,15,,00000000000,14401,9,1,3,P,,,18,12,1,1,310,0.00,74060.00,68388.96,68388.96,,68388.96,68388.96
2017,Soberanía y seguridad nacionales en las zonas marinas mexicanas,,Madera y productos de madera,Recursos fiscales,Seguridad Nacional,Gobierno,Funciones de las Fuerzas Armadas,,,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales,Marina,Marina,Gasto corriente,"Fuerzas, Regiones, Zonas y Sectores Navales",Jalisco,1,3,,00000000000,24401,14,1,6,A,,,1,13,2,1,115,0.00,0.00,31136.50,31136.50,,31136.50,31136.50
2017,Ordenación y regularización de la propiedad rural y urbana,,Arrendamiento de edificios y locales,Recursos fiscales,Vivienda y Servicios a la Comunidad,Desarrollo Social,"Planeación, seguimiento y evaluación de políticas públicas",,,Política de Desarrollo Urbano y Ordenamiento del Territorio,"Desarrollo Agrario, Territorial y Urbano",Urbanización,Gasto corriente,Dirección General de Organización Social y Vivienda Rural,Ciudad de México,2,10,,00000000000,32201,9,1,2,P,,,5,15,1,1,312,0.00,0.00,2598358.50,2598358.50,,2598358.50,2598358.50
2017,Producción y Protección Forestal,,Mantenimiento y conservación de inmuebles para la prestación de servicios administrativos,Recursos fiscales,"Agropecuaria, Silvicultura, Pesca y Caza",Desarrollo Económico,Prestación de Servicios Públicos,,,Protección Forestal,Medio Ambiente y Recursos Naturales,Silvicultura,Gasto corriente,Comisión Nacional Forestal,Nuevo León,3,4,,00000000000,35101,19,1,2,E,,,14,16,2,1,RHQ,0.00,0.00,0.00,0.00,,0.00,0.00
2017,Manejo eficiente y sustentable del agua y prevención de inundaciones,,Cuotas para el seguro de gastos médicos del personal civil,Recursos fiscales,Protección Ambiental,Desarrollo Social,Regulación y supervisión,,,Gestión integral y sustentable del agua,Medio Ambiente y Recursos Naturales,"Ordenación de Aguas Residuales, Drenaje y Alcantarillado",Gasto corriente,Comisión Nacional del Agua,Coahuila,2,3,,00000000000,14403,5,1,1,G,,,10,16,3,1,B00,0.00,115038.00,115038.00,115038.00,,115038.00,115038.00
2017,Sistema Nacional de Información Estadística y Geográfica,,Servicios de digitalización,Recursos fiscales,Otros Servicios Generales,Gobierno,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,,,Actividades de apoyo administrativo,Información Nacional Estadística y Geográfica,Servicios Estadísticos,Gasto corriente,Instituto Nacional de Estadística y Geografía,Aguascalientes,1,1,,00000000000,33606,1,1,8,M,,,1,40,2,1,100,0.00,0.00,74484.65,74484.65,,74484.65,74484.65
2017,Promoción y coordinación de las políticas publicas para el desarrollo de los pueblos y comunidades indígenas,,Viáticos nacionales para labores en campo y de supervisión,Recursos fiscales,Protección Social,Desarrollo Social,"Planeación, seguimiento y evaluación de políticas públicas",,,Planeación y Articulación de la Acción Pública hacia los Pueblos Indígenas,Entidades no Sectorizadas,Indígenas,Gasto corriente,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,Jalisco,2,16,,00000000000,37501,14,1,6,P,,,13,47,7,1,AYB,0.00,0.00,157877.70,157877.70,,157877.70,157877.70
2017,Manejo eficiente y sustentable del agua y prevención de inundaciones,,Aportaciones al ISSSTE,Recursos fiscales,Protección Ambiental,Desarrollo Social,Regulación y supervisión,,,Gestión integral y sustentable del agua,Medio Ambiente y Recursos Naturales,Administración del Agua,Gasto corriente,Comisión Nacional del Agua,Guanajuato,2,3,,00000000000,14101,11,1,1,G,,,10,16,2,1,B00,0.00,1620188.00,1247951.06,1247951.06,,1247951.06,1247951.06
2017,"Democracia preservada y fortalecida mediante la organización de elecciones nacionales, el fomento de la participación ciudadana y la promoción del desarrollo del sistema de partidos",,Bienes informáticos,Recursos fiscales,Coordinación de la Política de Gobierno,Gobierno,Específicos,,,"Dirección, soporte jurídico electoral y apoyo logístico",Instituto Nacional Electoral,Organización de Procesos Electorales,Gasto de capital diferente de obra pública,Unidad Técnica de Igualdad de Género y No Discriminación,Ciudad de México,1,1,,00000000000,51501,9,1,3,R,,,8,22,6,2,122,0.00,54991.00,0.00,0.00,,0.00,0.00
2017,Manejo eficiente y sustentable del agua y prevención de inundaciones,,"Mantenimiento y conservación de vehículos terrestres, aéreos, marítimos, lacustres y fluviales",Recursos fiscales,Protección Ambiental,Desarrollo Social,Prestación de Servicios Públicos,,,Sistemas Meteorológicos e Hidrológicos,Medio Ambiente y Recursos Naturales,Administración del Agua,Gasto corriente,Comisión Nacional del Agua,Estado de México,2,3,,00000000000,35501,15,1,1,E,,,6,16,2,1,B00,0.00,105103.00,286313.70,286313.70,,286313.70,286313.70
2017,Otros Servicios de Salud,,Depósitos para el ahorro solidario,Recursos fiscales,Salud,Desarrollo Social,Prestación de Servicios Públicos,,,Suministro de Claves de Medicamentos,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Prestación de Servicios de Salud a la Persona,Gasto corriente,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Guerrero,2,5,,00000000000,14302,12,1,3,E,,,18,51,2,1,GYN,0.00,854.00,0.00,0.00,,0.00,0.00
2017,Producción y Protección Forestal,,"Plaguicidas, abonos y fertilizantes",Recursos fiscales,"Agropecuaria, Silvicultura, Pesca y Caza",Desarrollo Económico,Prestación de Servicios Públicos,,,Protección Forestal,Medio Ambiente y Recursos Naturales,Silvicultura,Gasto corriente,Comisión Nacional Forestal,Durango,3,4,,00000000000,25201,10,1,2,E,,,14,16,2,1,RHQ,0.00,40000.00,2812.08,2812.08,,2812.08,2812.08
2017,Servicios de apoyo administrativo,,"Impresiones de documentos oficiales para la prestación de servicios públicos, identificación, formatos administrativos y fiscales, formas valoradas, certificados y títulos",Recursos fiscales,"Asuntos Económicos, Comerciales y Laborales en General",Desarrollo Económico,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,,,Actividades de apoyo administrativo,Trabajo y Previsión Social,Asuntos Laborales Generales,Gasto corriente,Dirección General de Recursos Materiales y Servicios Generales,Ciudad de México,3,2,,00000000000,33603,9,1,1,M,,,1,14,2,1,512,0.00,14515.00,0.00,0.00,,0.00,0.00
2017,Conservación y Manejo Sustentable de los Ecosistemas y su Biodiversidad,,Estudios e investigaciones,Recursos fiscales,Protección Ambiental,Desarrollo Social,Regulación y supervisión,,,Sistema Nacional de Áreas Naturales Protegidas,Medio Ambiente y Recursos Naturales,Protección de la Diversidad Biológica y del Paisaje,Gasto corriente,Comisión Nacional de Áreas Naturales Protegidas,Chihuahua,2,7,,00000000000,33501,8,1,1,G,,,13,16,5,1,F00,0.00,256000.00,0.00,0.00,,0.00,0.00
2017,"Oportunidad en la atención curativa, quirúrgica, hospitalaria y de rehabilitación",,Materiales y útiles de impresión y reproducción,Ingresos Propios,Salud,Desarrollo Social,Prestación de Servicios Públicos,,,Atención a la Salud,Instituto Mexicano del Seguro Social,Prestación de Servicios de Salud a la Persona,Gasto corriente,Instituto Mexicano del Seguro Social,Durango,2,4,,00000000000,21201,10,4,3,E,,,11,50,2,1,GYR,0.00,1562471.00,1658339.00,843299.00,,23430.00,843299.00
2017,Investigación en Salud pertinente y de Excelencia Académica,,Otras prestaciones,Recursos fiscales,"Ciencia, Tecnología e Innovación",Desarrollo Económico,Prestación de Servicios Públicos,,,Investigación y Desarrollo Tecnológico en Salud,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Investigación Científica,Gasto corriente,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Chihuahua,3,24,,00000000000,15901,8,1,8,E,,,15,51,1,1,GYN,0.00,190690.00,221588.00,221588.00,,221588.00,221588.00
2017,Impartición de justicia en materia fiscal y administrativa,,Productos textiles,Recursos fiscales,Justicia,Gobierno,Prestación de Servicios Públicos,,,Impartición de Justicia Fiscal y Administrativa,Tribunal Federal de Justicia Administrativa,Impartición de Justicia,Gasto corriente,"Sala Regional del Golfo, con sede en Jalapa, Ver.",Veracruz,1,3,,00000000000,27401,30,1,2,E,,,1,32,1,1,301,0.00,2343.00,3451.17,3451.17,,3451.17,3451.17
2017,"Democracia preservada y fortalecida mediante la organización de elecciones nacionales, el fomento de la participación ciudadana y la promoción del desarrollo del sistema de partidos",,Impuesto sobre nóminas,Recursos fiscales,Coordinación de la Política de Gobierno,Gobierno,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,,,Gestión Administrativa,Instituto Nacional Electoral,Organización de Procesos Electorales,Gasto corriente,Juntas Locales Ejecutivas,Tamaulipas,1,1,,00000000000,39801,28,1,3,M,,,1,22,6,1,200,0.00,108183.00,158424.28,158424.28,,158424.28,158424.28
2017,Cobertura de la atención médica preventiva,,Aportaciones al seguro de cesantía en edad avanzada y vejez,Recursos fiscales,Salud,Desarrollo Social,Prestación de Servicios Públicos,,,Atención a la Salud,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Prestación de Servicios de Salud a la Persona,Gasto corriente,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Yucatán,2,3,,00000000000,14105,31,1,3,E,,,44,51,2,1,GYN,0.00,311749.00,0.00,0.00,,0.00,0.00
2017,Distribución y Comercialización de Energía Eléctrica,,Materiales y útiles consumibles para el procesamiento en equipos y bienes informáticos,Ingresos Propios,Combustibles y Energía,Desarrollo Económico,Prestación de Servicios Públicos,,,Operación y mantenimiento de los procesos de distribución y de comercialización de energía eléctrica,Comisión Federal de Electricidad,Electricidad,Gasto corriente,CFE Consolidado,Tamaulipas,3,3,,00000000000,21401,28,4,3,E,,,570,53,5,1,TVV,0.00,2468171.00,19035800.00,12725202.00,,12725202.00,12725202.00
